Sample Report (Standard)
---------------------------------------
MS Data File Information
---------------------------------------







---------------------------------------
Target Compounds
---------------------------------------
Peaks: 40("#","RT","Peak Name","Res Type","Quan Ions","Area","Amount/RF","Amount Units",),
1,22.804,"Acide 4-Phenylbutyrique",Id.,221.0,6.703e+6,1.000,"",
2,24.028,"Acide O-OH-Phenylacetiqu",Id.,253.0,1.230e+7,1.000,"",
3,38.868,"C17-Heptadecanoique",Id.,327.0,1.447e+7,1.000,"",
4,7.215,"Acide Lactique",Id.,191.0,2.262e+6,65.716,"µmol/mmol",
5,7.780,"Acide Glycolique",Id.,177.0,566549,65.801,"µmol/mmol",
6,10.238,"Acide 3OH-Propionique",Id.,177.1,72875,0.000,"",
7,10.848,"Acide 3OH-Butyrique",Fail,233.0,303210,25.346,"µmol/mmol",
8,10.959,"Acide 2OH-Isovalerique",Id.,247.0,1024,0.001,"",
9,12.409,"Acide Malonique",Fail,233.0,12338,0.960,"µmol/mmol",
10,12.657,"Acide 3OH-Isovalerique",Fail,247.0,1448,0.000,"",
11,12.643,"Acide 2Ceto-Isovalerique",Miss.,232.0,0,0,"",
12,12.778,"Acide Methylmalonique",Miss.,218.0,0,0.000,"µmol/mmol",
13,13.567,"Acide 4OH-Butyrique",Fail,233.0,611,0.350,"µmol/mmol",
14,14.507,"Acide 2Ceto-3CH3-Valeriq",Id.,200.0,1518,0.000,"",
15,15.053,"Acide Ethylmalonique",Fail,261.0,5500,0.276,"µmol/mmol",
16,16.254,"Acide Succinique",Fail,247.0,65348,1.622,"µmol/mmol",
17,16.641,"Acide 3CH3-Succinique",Id.,261.0,28887,0.000,"",
18,17.672,"Acide Fumarique",Miss.,245.0,0,0.000,"µmol/mmol",
19,17.786,"Propionylglycine",Miss.,188.0,0,0,"",
20,19.573,"Acide Glutarique",Fail,261.0,1011,2.377,"µmol/mmol",
21,19.888,"Acide 3CH3-Glutarique",Fail,172.0,23555,0.326,"µmol/mmol",
22,21.349,"2CH3-Butyrylglycine",Miss.,203.0,0,0.000,"µmol/mmol",
23,21.723,"Acide 3CH3-Glutaconique",Fail,198.0,32565,0.869,"µmol/mmol",
24,21.830,"Isovalerylglycine",Miss.,116.0,0,0.000,"µmol/mmol",
25,22.386,"Acide Adipique",Id.,275.0,36060,1.119,"µmol/mmol",
26,23.435,"Acide 3CH3-Adipique",Id.,289.0,1078,1078,"Counts",
27,24.301,"Tiglylglycine",Miss.,214.0,0,0.000,"µmol/mmol",
28,24.104,"Acide pOH-Phenylpyruviqu",Id.,277.0,212,0.000,"",
29,24.689,"Acide 3OH-Glutarique",Fail,259.0,648,0.376,"µmol/mmol",
30,25.307,"Acide 3OH-3CH3-Glutariqu",Miss.,231.0,0,0,"",
31,26.088,"Acide 2-Cetoglutarique",Id.,260.0,194654,10.472,"µmol/mmol",
32,26.271,"Acide pOH-phenylacetique",Id.,164.0,1.449e+6,0.001,"",
33,27.988,"Acide Suberique",Id.,303.0,12485,0.421,"µmol/mmol",
34,29.636,"Acide 2OH-Glutarique",Id.,RIC,900841,900841,"Counts",
35,29.807,"Acide Homovanillique",Fail,326.0,214305,0.000,"",
36,32.689,"Acide Vanillylmandelique",Id.,297.0,1.154e+6,0.000,"",
37,33.234,"Acide Sebacique",Fail,331.0,467,0.000,"µmol/mmol",
38,33.144,"Acide pOH-Phenyllactique",Id.,164.0,2594,2594,"Counts",
39,34.508,"Acide Indole-3-Acetique",Id.,202.0,31735,31735,"Counts",
40,41.355,"Suberylglycine",Fail,158.0,6519,4.856,"µmol/mmol",
---------------------------------------
Unidentified Peaks
---------------------------------------
Quan Ions:,RIC,
Spectrum Match Type:,Normal-Forward,
RF Used:,1.000,
Match Thresh:,700,
Peaks: 46("#","RT","Peak Name","Res Type","Area","Amount","R.Match",),
41,7.144,"01_LACTIC",TIC,9.228e+6,9227627,888,
42,7.325,"X 2OH-BUTYRIC",TIC,1.187e+7,11868027,851,
43,7.706,"ACIDE GLYCOLIQUE",TIC,1.604e+6,1603753,743,
44,9.494,"ACIDE 2OH 2CH3 BUTENOIQUE",TIC,2.283e+6,2282681,788,
45,9.685,"ACIDE GLYOXYLIQUE",TIC,1.367e+7,13670971,823,
46,9.831,"acide malonique",TIC,1.028e+7,10277070,862,
47,10.385,"CRESOL",TIC,1.693e+8,169289312,893,
48,12.825,"ACETO ACETATE pic 2",TIC,6.511e+6,6510582,791,
49,12.903,"ACETO ACETATE pic 2",TIC,2.060e+7,20603302,854,
50,13.822,"UREE DI TMS",TIC,8.024e+7,80242840,791,
51,14.990,"No Match",Unk.,1.339e+7,13394498,----,
52,16.343,"No Match",Unk.,3.896e+6,3895886,----,
53,16.642,"ACIDE 3CH3 SUCCINIQUE",TIC,7.420e+6,7420395,791,
54,19.140,"No Match",Unk.,3.209e+6,3208701,----,
55,20.215,"ACIDE 2 DEOXYTETRONIQUE TMS",TIC,2.542e+6,2541764,790,
56,21.408,"No Match",Unk.,4.970e+6,4970148,----,
57,21.710,"ACIDE 3CH3 GLUTACONIQUE PIC",TIC,2.245e+6,2245093,716,
58,21.911,"34_MALIC",TIC,1.597e+6,1597424,813,
59,22.237,"STABILISANT",TIC,5.396e+7,53958452,878,
60,22.489,"No Match",Unk.,3.339e+6,3339240,----,
61,23.788,"X KEPPRA",TIC,9.156e+8,915646912,877,
62,24.161,"x o-OHphenylacetic",TIC,3.723e+7,37225852,854,
63,24.657,"No Match",Unk.,4.554e+6,4553990,----,
64,24.776,"No Match",Unk.,1.400e+7,13999634,----,
65,25.400,"X 3OH-PHENYLACETIC",TIC,3.379e+6,3378776,797,
66,25.598,"X KEPPRA 22.3",TIC,1.059e+7,10594241,855,
67,25.933,"ACIDE OH BENZOIQUE",TIC,2.432e+6,2432416,743,
68,26.557,"X 2,5-Furandicarboxylic",TIC,3.361e+6,3360568,909,
69,26.685,"No Match",Unk.,3.648e+6,3647808,----,
70,27.724,"No Match",Unk.,1.562e+7,15624758,----,
71,28.695,"No Match",Unk.,3.313e+7,33128674,----,
72,28.864,"No Match",Unk.,1.190e+7,11902688,----,
73,28.951,"No Match",Unk.,2.096e+6,2096441,----,
74,29.407,"ACIDE CISACONITIQUE",TIC,7.867e+7,78674088,884,
75,29.530,"No Match",Unk.,2.143e+6,2142757,----,
76,31.243,"ACIDE CITRIQUE",TIC,8.398e+6,8398450,791,
77,31.598,"X HIPPURIC 2",TIC,5.100e+8,510011424,915,
78,31.967,"ACIDE di OH PHENYL OH PROPIO",TIC,9.954e+7,99536112,867,
79,32.655,"No Match",Unk.,2.385e+7,23848156,----,
80,32.957,"No Match",Unk.,2.884e+6,2884299,----,
81,36.648,"X PALMITIC",TIC,5.159e+6,5159367,918,
82,40.599,"ACIDE pOH HIPPURIQUE diTMS",TIC,6.089e+6,6089120,878,
83,41.031,"ACIDE STEARIQUE",TIC,5.280e+6,5279608,821,
84,42.740,"No Match",Unk.,8.274e+7,82737152,----,
85,48.902,"No Match",Unk.,177132,177132,----,
86,50.158,"No Match",Unk.,304356,304356,----,
