Sample Report (Standard)
---------------------------------------
MS Data File Information
---------------------------------------









---------------------------------------
Target Compounds
---------------------------------------
Peaks: 49("#","RT","Peak Name","Res Type","Quan Ions","Area","Amount/RF","Amount Units",),
1,22.708,"Acide 4-Phenylbutyrique*",Id.,221.0,8.933e+6,1.000,"",
2,22.710,"Acide 4-Phenylbutyrique",Id.,221.0,1.112e+7,1.000,"",
3,23.946,"Acide O-OH-Phenylacetiqu",Id.,253.0,2.265e+7,1.000,"",
4,23.948,"Acide O-OH-Phenylacetiqu",Id.,253.0,2.736e+7,1.000,"",
5,38.747,"C17-Heptadecanoique*",Fail,327.0,2.692e+7,1.000,"",
6,38.748,"C17-Heptadecanoique",Fail,327.0,3.980e+7,1.000,"",
7,7.123,"Krebs-Acide Lactique*",Fail,191.0,1.161e+6,13.501,"µmol/mmol",
8,7.687,"Acide Glycolique*",Fail,177.0,621958,117.199,"µmol/mmol",
9,10.120,"Acide 3OH-Propionique*",Fail,177.0,122449,7.913,"µmol/mmol",
10,10.297,"Krebs-Acide Pyruvique*",Id.,204.0,4.924e+6,62.766,"µmol/mmol",
11,10.298,"Acide 2OH-Isovalerique",Id.,247.0,1.589e+6,1588642,"Counts",
12,10.710,"Acide 3OH-Butyrique",Fail,233.0,1.058e+6,53.415,"µmol/mmol",
13,12.293,"Acide Malonique",Fail,233.0,16999,0.798,"µmol/mmol",
14,12.634,"Acide Methylmalonique*",Id.,247.0,15023,0.818,"µmol/mmol",
15,12.643,"Acide 2Ceto-Isovalerique",Miss.,232.0,0,0,"",
16,12.784,"Acide 3OH-Isovalerique",Fail,247.0,74840,74840,"Counts",
17,13.165,"Acide 4OH-Butyrique",Fail,233.0,4981,1.721,"µmol/mmol",
18,14.519,"Acide 2Ceto-3CH3-Valeriq",Id.,200.0,22997,22997,"Counts",
19,14.912,"Acide Ethylmalonique*",Fail,261.0,77464,4.118,"µmol/mmol",
20,16.127,"Krebs-Acide Succinique*",Id.,247.0,907575,12.527,"µmol/mmol",
21,16.527,"Acide 3CH3-Succinique",Id.,261.0,73608,73608,"Counts",
22,17.402,"Acide Fumarique*",Fail,245.0,365636,0.970,"µmol/mmol",
23,17.399,"Krebs-Acide Fumarique**",Fail,245.0,366310,0.642,"µmol/mmol",
24,17.759,"Propionylglycine",Miss.,188.0,0,0,"",
25,19.170,"Acide Glutarique*",Id.,261.0,168947,2.449,"µmol/mmol",
26,19.801,"Acide 3CH3-Glutarique",Fail,172.0,31660,0.264,"µmol/mmol",
27,21.149,"2CH3-Butyrylglycine",Miss.,203.0,0,0.000,"µmol/mmol",
28,21.618,"Acide 3CH3-Glutaconique",Fail,198.0,170545,2.739,"µmol/mmol",
29,21.821,"Krebs-Acide Malique*",Id.,335.0,18256,18.293,"µmol/mmol",
30,22.303,"Acide Adipique*",Fail,275.0,185223,3.735,"µmol/mmol",
31,21.832,"Isovalerylglycine",Miss.,116.0,0,0.000,"µmol/mmol",
32,23.105,"Acide 3CH3-Adipique",Id.,289.0,8133,8133,"Counts",
33,24.450,"Acide pOH-Phenylpyruviqu",Id.,277.0,4107,4107,"Counts",
34,24.454,"Tiglylglycine",Miss.,214.0,0,0.000,"µmol/mmol",
35,24.464,"Acide 3OH-Glutarique",Id.,259.0,9751,3.376,"µmol/mmol",
36,25.337,"Acide 3OH-3CH3-Glutariqu",Fail,231.0,4655,4655,"Counts",
37,25.921,"Krebs-Acide 2-Ceto-Gluta",Id.,260.0,1.657e+6,42.254,"µmol/mmol",
38,26.111,"Acide pOH-phenylacetique",Id.,164.0,3.770e+6,3770163,"Counts",
39,27.848,"Acide Suberique",Fail,303.0,76127,1.544,"µmol/mmol",
40,29.288,"Krebs-Acide Cis-Aconitiq",Id.,375.0,1.519e+6,26.525,"µmol/mmol",
41,29.291,"Acide 2OH-Glutarique",Id.,RIC,7.394e+7,73940208,"Counts",
42,29.685,"Acide Homovanillique",Id.,326.0,2.143e+6,2142858,"Counts",
43,31.073,"Kreks-Acide Citrique*",Fail,257.0,653222,160.218,"µmol/mmol",
44,31.193,"Krebs-Acide Isocitrique*",Fail,245.0,550114,35.393,"µmol/mmol",
45,32.530,"Acide Vanillylmandelique",Id.,297.0,2.862e+6,2861893,"Counts",
46,33.089,"Acide Sebacique",Fail,331.0,3282,0.000,"µmol/mmol",
47,33.156,"Acide pOH-Phenyllactique",Miss.,164.0,0,0,"",
48,34.524,"Acide Indole-3-Acetique",Miss.,202.0,0,0,"",
49,41.381,"Suberylglycine",Miss.,158.0,0,0.000,"µmol/mmol",
---------------------------------------
Unidentified Peaks
---------------------------------------
Quan Ions:,RIC,
Spectrum Match Type:,Normal-Forward,
RF Used:,1.000,
Match Thresh:,700,
Peaks: 50("#","RT","Peak Name","Res Type","Area","Amount","R.Match",),
50,6.157,"2 AMINOETHANOL",TIC,1.010e+7,10095252,751,
51,6.962,"TMS Artifact 2",TIC,1.069e+7,10688114,897,
52,7.232,"X 2OH-BUTYRIC",TIC,1.471e+7,14709037,881,
