Sample Report (Standard)
---------------------------------------
MS Data File Information
---------------------------------------









---------------------------------------
Target Compounds
---------------------------------------
Peaks: 40("#","RT","Peak Name","Res Type","Quan Ions","Area","Amount/RF","Amount Units",),
1,22.519,"Acide 4-Phenylbutyrique",Fail,221.0,1.061e+7,1.000,"",
2,23.765,"Acide O-OH-Phenylacetiqu",Fail,253.0,1.782e+7,1.000,"",
3,38.567,"C17-Heptadecanoique",Fail,327.0,2.043e+7,1.000,"",
4,6.877,"Acide Lactique",Id.,191.0,6.162e+6,114.203,"µmol/mmol",
5,7.446,"Acide Glycolique",Id.,177.0,723221,134.834,"µmol/mmol",
6,9.875,"Acide 3OH-Propionique",Fail,177.1,236333,13.492,"µmol/mmol",
7,10.112,"Acide 3OH-Butyrique",Fail,233.0,2172,0.114,"µmol/mmol",
8,9.873,"Acide 2OH-Isovalerique",Miss.,219.0,0,0,"",
9,12.558,"Acide Methylmalonique",Fail,218.0,10242,0.480,"µmol/mmol",
10,12.045,"Acide Malonique",Fail,233.0,23416,1.151,"µmol/mmol",
11,12.478,"Acide 3OH-Isovalerique",Fail,247.0,18755,18755,"Counts",
12,12.468,"Acide 2Ceto-Isovalerique",Fail,232.0,78309,78309,"Counts",
13,12.436,"Acide 4OH-Butyrique",Miss.,233.0,0,0.000,"µmol/mmol",
14,14.333,"Acide 2Ceto-3CH3-Valeriq",Fail,200.0,22715,22715,"Counts",
15,14.706,"Acide Ethylmalonique",Fail,261.0,17334,0.561,"µmol/mmol",
16,15.925,"Acide Succinique",Fail,247.0,214884,3.369,"µmol/mmol",
17,16.330,"Acide 3CH3-Succinique",Fail,261.0,47055,47055,"Counts",
18,17.037,"Propionylglycine",Fail,188.0,2161,0.276,"",
19,17.204,"Acide Fumarique",Fail,245.0,301008,0.616,"µmol/mmol",
20,18.980,"Acide Glutarique",Fail,261.0,92580,0.330,"µmol/mmol",
21,19.609,"Acide 3CH3-Glutarique",Fail,172.0,35982,0.314,"µmol/mmol",
22,21.160,"2CH3-Butyrylglycine",Miss.,203.0,0,0.000,"µmol/mmol",
23,21.462,"Acide 3CH3-Glutaconique",Fail,198.0,34899,0.588,"µmol/mmol",
24,22.232,"Acide Adipique",Fail,275.0,2346,0.044,"µmol/mmol",
25,21.518,"Isovalerylglycine",Miss.,116.0,0,0.000,"µmol/mmol",
26,22.981,"Acide 3CH3-Adipique",Miss.,289.0,0,0,"",
27,23.954,"Tiglylglycine",Miss.,214.0,0,0.000,"µmol/mmol",
28,24.490,"Acide 3OH-Glutarique",Fail,259.0,1851,0.678,"µmol/mmol",
29,25.070,"Acide 3OH-3CH3-Glutariqu",Fail,231.0,8099,8099,"Counts",
30,25.768,"Acide pOH-phenylacetique",Id.,170.0,269877,269877,"Counts",
31,25.774,"Acide 2-Cetoglutarique",Id.,260.0,237835,5.358,"µmol/mmol",
32,27.682,"Acide Suberique",Fail,303.0,44305,0.942,"µmol/mmol",
33,24.321,"Acide 2OH-Glutarique",Id.,129.0,301533,301533,"Counts",
34,29.509,"Acide Homovanillique",Fail,326.0,511753,511753,"Counts",
35,32.362,"Acide Vanillylmandelique",Id.,297.0,1.449e+6,1448953,"Counts",
36,32.835,"Acide Sebacique",Fail,331.0,686,0.000,"µmol/mmol",
37,32.793,"Acide pOH-Phenyllactique",Fail,179.0,388439,388439,"Counts",
38,33.920,"Acide pOH-Phenylpyruviqu",Fail,277.0,48109,48109,"Counts",
39,34.198,"Acide Indole-3-Acetique",Miss.,202.0,0,0,"",
40,41.280,"Suberylglycine",Miss.,158.0,0,0.000,"µmol/mmol",
---------------------------------------
Unidentified Peaks
---------------------------------------
Quan Ions:,RIC,
Spectrum Match Type:,Normal-Forward,
RF Used:,1.000,
Match Thresh:,700,
Peaks: 47("#","RT","Peak Name","Res Type","Area","Amount","R.Match",),
41,6.165,"No Match",Unk.,4.256e+6,4256234,----,
42,6.719,"TMS Artifact 2",TIC,2.383e+7,23830316,911,
43,6.979,"X 2OH-BUTYRIC",TIC,3.499e+7,34992368,885,
44,7.152,"No Match",Unk.,5.470e+7,54696564,----,
45,9.201,"X 2OH-BUTYRIC",TIC,4.106e+6,4106293,845,
46,9.323,"ACIDE GLYOXYLIQUE",TIC,4.804e+7,48043224,850,
47,9.476,"X OXALIC",TIC,4.757e+7,47573252,871,
48,9.970,"No Match",Unk.,7.198e+6,7198252,----,
49,10.045,"ACIDE PYRUVIQUE OX",TIC,6.320e+7,63204304,731,
50,10.443,"AC 3 OH n BUTYRIQUE",TIC,4.448e+7,44482872,783,
51,10.799,"No Match",Unk.,1.968e+7,19680482,----,
52,11.178,"No Match",Unk.,8.204e+6,8204281,----,
53,11.332,"No Match",Unk.,1.166e+7,11662903,----,
54,12.248,"No Match",Unk.,1.392e+8,139171920,----,
55,12.545,"ACETO ACETATE pic 2",TIC,6.404e+7,64039812,851,
56,13.506,"No Match",Unk.,2.226e+8,222618224,----,
57,13.780,"No Match",Unk.,1.392e+6,1392248,----,
58,14.625,"glycerol tri tms",TIC,6.102e+6,6101956,823,
59,15.616,"No Match",Unk.,6.737e+6,6737107,----,
60,16.020,"No Match",Unk.,1.634e+7,16336045,----,
61,19.939,"X (R*,S*)-3,4-Dihydroxybutan",TIC,6.009e+6,6008998,815,
62,21.652,"No Match",Unk.,4.438e+6,4437951,----,
63,22.024,"3,6,9,12-tetraoxa-2,13-disil",TIC,2.093e+6,2092777,827,
64,23.058,"No Match",Unk.,1.208e+7,12075177,----,
65,23.465,"No Match",Unk.,4.255e+6,4254611,----,
66,24.439,"No Match",Unk.,1.943e+7,19429070,----,
67,24.701,"No Match",Unk.,1.174e+6,1173803,----,
68,25.605,"ACIDE OH BENZOIQUE",TIC,7.440e+6,7439994,793,
69,25.948,"ACIDE pOH PHENYLACETIQUE",TIC,3.313e+7,33127236,794,
70,26.247,"X 2,5-Furandicarboxylic",TIC,8.101e+6,8101386,927,
71,27.435,"No Match",Unk.,8.698e+6,8698444,----,
72,29.122,"ACIDE CISACONITIQUE",TIC,3.166e+7,31660184,870,
73,29.336,"ACIDE VANILLIQUE",TIC,5.577e+7,55773784,931,
74,29.400,"No Match",Unk.,3.085e+6,3084645,----,
75,30.769,"No Match",Unk.,1.230e+7,12298704,----,
76,30.915,"X CITRIC",TIC,7.528e+6,7528308,868,
77,31.305,"HIPPURIQUE MONO TMS",TIC,1.909e+8,190903360,866,
78,31.650,"x 3OHphenyl-3OHpropionic 3TM",TIC,3.857e+7,38565900,908,
79,36.336,"X PALMITIC",TIC,8.925e+6,8924537,912,
80,40.273,"ACIDE pOH HIPPURIQUE diTMS",TIC,1.870e+7,18696494,836,
81,42.414,"No Match",Unk.,5.820e+7,58195512,----,
82,43.100,"Vanillylglycine-di TMS",TIC,9.298e+6,9297511,762,
83,54.500,"No Match",Unk.,208452,208452,----,
84,55.298,"No Match",Unk.,381033,381033,----,
85,55.533,"No Match",Unk.,259082,259082,----,
86,55.998,"No Match",Unk.,1.317e+6,1316696,----,
87,56.366,"No Match",Unk.,476071,476071,----,
